customer_id,signup_date,region,acquisition_channel,loyalty_score
CUST02322,2024-01-20,South,Paid Social,0.5419139495046232
CUST01683,2024-01-20,Midwest,Paid Social,0.3273445415581291
CUST01446,2024-01-20,Midwest,Email,0.29086169982208865
CUST02866,2024-01-20,Northeast,Paid Social,0.5771404971937129
CUST01909,2024-01-20,South,Paid Social,0.5293998816925171
CUST00844,2024-01-20,Northeast,Paid Social,0.7679470089797208
CUST03633,2024-01-21,Midwest,Organic Search,0.17031111044773933
CUST03545,2024-01-21,South,Email,0.4846429249049533
CUST00328,2024-01-21,Northeast,Email,0.712462477054426
CUST03755,2024-01-21,Northeast,Email,0.8198482318155741
CUST01266,2024-01-21,Northeast,Organic Search,0.35153977647322854
CUST00117,2024-01-21,Northeast,Paid Social,0.1874038296721835
CUST02203,2024-01-22,Northeast,Organic Search,0.5672792531257747
CUST02630,2024-01-22,Northeast,Direct,0.42108970122341
CUST02728,2024-01-22,Northeast,Paid Social,0.41043306758100895
CUST02038,2024-01-22,West,Paid Social,0.5420738759974232
CUST03240,2024-01-22,South,Direct,0.6426646664809933
CUST00870,2024-01-22,Northeast,Email,0.6695518979155376
CUST01019,2024-01-23,Midwest,Organic Search,0.8681031824485159
CUST00250,2024-01-23,Midwest,Paid Social,0.266808614728403
CUST02881,2024-01-23,Northeast,Referral,0.5251306948080888
CUST01240,2024-01-23,Midwest,Direct,0.3315112090138591
CUST01099,2024-01-23,Northeast,Organic Search,0.02
CUST02772,2024-01-23,Midwest,Direct,0.5825713035995113
CUST01452,2024-01-23,South,Organic Search,0.43520179249376556
CUST00056,2024-01-24,Midwest,Organic Search,0.47643878249181554
CUST02371,2024-01-24,Midwest,Paid Social,0.09832431262213681
CUST02339,2024-01-24,South,Paid Social,0.501994077052245
CUST00562,2024-01-24,South,Paid Social,0.6662256870497464
CUST00902,2024-01-24,West,Paid Social,0.36283446383865214
CUST03880,2024-01-24,Midwest,Paid Social,0.1973721296900492
CUST01871,2024-01-24,Midwest,Organic Search,0.5292784338129116
CUST00817,2024-01-24,Midwest,Email,0.6354515260706426
CUST01806,2024-01-25,Northeast,Email,0.44322813613674905
CUST02522,2024-01-25,Midwest,Paid Social,0.3687901619199199
CUST03013,2024-01-25,Northeast,Direct,0.5149979263825656
CUST00397,2024-01-25,Northeast,Referral,0.30741722250683534
CUST00352,2024-01-25,West,Direct,0.297997867765185
CUST01110,2024-01-25,West,Organic Search,0.5863522015700571
CUST00811,2024-01-25,Northeast,Organic Search,0.5226144723672966
CUST02780,2024-01-25,South,Organic Search,0.432710819533271
CUST01526,2024-01-26,Midwest,Organic Search,0.761544138393973
CUST03871,2024-01-26,South,Organic Search,0.3622340615632398
CUST03363,2024-01-26,Northeast,Email,0.6230509040665911
CUST01463,2024-01-26,Northeast,Organic Search,0.5210315769045211
CUST01781,2024-01-26,Northeast,Referral,0.646391745862422
CUST03852,2024-01-26,West,Email,0.37835225019607116
CUST01270,2024-01-27,Northeast,Paid Social,0.47600256603314256
CUST01518,2024-01-27,Northeast,Email,0.7050015637799156
CUST00574,2024-01-27,West,Email,0.8184239295977589
CUST01286,2024-01-27,South,Direct,0.7595692883073104
CUST02884,2024-01-27,Midwest,Organic Search,0.4422990612985479
CUST00699,2024-01-28,Midwest,Referral,0.5580847782592063
CUST03338,2024-01-28,South,Paid Social,0.537130707089054
CUST01642,2024-01-28,Northeast,Direct,0.1636864395273117
CUST02972,2024-01-28,Northeast,Paid Social,0.18676264581590457
CUST01976,2024-01-28,Northeast,Direct,0.1357166073264351
CUST03464,2024-01-28,South,Organic Search,0.6696802112407593
CUST02412,2024-01-28,Northeast,Paid Social,0.11353880872816613
CUST01453,2024-01-28,Northeast,Paid Social,0.7448513744291967
CUST01464,2024-01-28,Midwest,Direct,0.045821821419951614
CUST02505,2024-01-28,Northeast,Email,0.7545641607458178
CUST02618,2024-01-29,South,Email,0.736907849102876
CUST02314,2024-01-29,West,Organic Search,0.416585239569186
CUST00848,2024-01-29,Northeast,Paid Social,0.2509368981899721
CUST00584,2024-01-29,Northeast,Organic Search,0.15572749073046271
CUST03617,2024-01-29,Midwest,Organic Search,0.6095888066782595
CUST01653,2024-01-29,Midwest,Paid Social,0.33079507689343945
CUST02278,2024-01-29,West,Referral,0.4639665904141318
CUST00887,2024-01-29,Northeast,Paid Social,0.7794020770089198
CUST00546,2024-01-30,Midwest,Direct,0.2990226183360314
CUST00898,2024-01-30,Northeast,Organic Search,0.3420475353173274
CUST03800,2024-01-30,Midwest,Paid Social,0.5295741182920278
CUST01983,2024-01-30,South,Direct,0.527686903869973
CUST01021,2024-01-31,Midwest,Direct,0.5179876791641984
CUST02488,2024-01-31,Northeast,Organic Search,0.3902451418880925
CUST03452,2024-01-31,South,Organic Search,0.1988215712700186
CUST03357,2024-01-31,South,Direct,0.5295951982448245
CUST00542,2024-01-31,Midwest,Organic Search,0.4677201850806891
CUST01267,2024-01-31,Northeast,Paid Social,0.7865086553987659
CUST03781,2024-01-31,West,Organic Search,0.451622893672178
CUST01026,2024-01-31,Northeast,Paid Social,0.872464194649748
CUST01979,2024-02-01,South,Direct,0.17494616967777848
CUST01136,2024-02-01,South,Email,0.6417467103311865
CUST03184,2024-02-01,South,Direct,0.34631707970219344
CUST00150,2024-02-01,Northeast,Referral,0.3988161917034696
CUST01801,2024-02-01,Northeast,Organic Search,0.651759246299632
CUST02657,2024-02-01,West,Organic Search,0.534024323431592
CUST03509,2024-02-01,South,Referral,0.02
CUST00858,2024-02-01,Midwest,Paid Social,0.693229606199736
CUST03113,2024-02-02,South,Paid Social,0.8097420993321968
CUST01351,2024-02-02,Northeast,Organic Search,0.5486570930610788
CUST02788,2024-02-02,South,Email,0.4245179937106522
CUST03919,2024-02-02,West,Organic Search,0.7397458010553204
CUST03189,2024-02-02,West,Referral,0.464223718046655
CUST02982,2024-02-02,Northeast,Email,0.3838241369819956
CUST02460,2024-02-02,West,Paid Social,0.3133079283986976
CUST01615,2024-02-02,South,Paid Social,0.5900387944622867
CUST02002,2024-02-03,Midwest,Direct,0.45590031847372864
CUST00619,2024-02-03,West,Organic Search,0.5156061451040169
CUST02373,2024-02-03,South,Organic Search,0.524036768551952
CUST01889,2024-02-03,West,Referral,0.5403914539725188
CUST03501,2024-02-03,Northeast,Email,0.5211075114410063
CUST03533,2024-02-03,South,Direct,0.35211921599309737
CUST01411,2024-02-03,South,Referral,0.4568240402544159
CUST01470,2024-02-03,West,Email,0.13559362994581603
CUST00036,2024-02-04,South,Direct,0.5696620197081759
CUST02804,2024-02-04,Midwest,Organic Search,0.5513724085814248
CUST02888,2024-02-04,South,Email,0.6353545589571954
CUST02525,2024-02-04,South,Organic Search,0.49746063947609553
CUST02129,2024-02-05,South,Email,0.5139378758122181
CUST02331,2024-02-05,Northeast,Organic Search,0.34477714196055
CUST01456,2024-02-05,South,Paid Social,0.9335028953124322
CUST00279,2024-02-05,West,Referral,0.13228112165018746
CUST03798,2024-02-05,West,Organic Search,0.5602971860668077
CUST01769,2024-02-06,South,Direct,0.2811793914300027
CUST02440,2024-02-06,Midwest,Organic Search,0.33334819502356516
CUST00518,2024-02-06,Northeast,Email,0.7567197260216272
CUST02711,2024-02-06,South,Referral,0.3983729776201146
CUST01035,2024-02-06,West,Organic Search,0.3873545846109208
CUST00387,2024-02-06,West,Organic Search,0.7068380191533541
CUST01362,2024-02-06,Midwest,Referral,0.16844863191521964
CUST02312,2024-02-06,South,Organic Search,0.42628728993475373
CUST02964,2024-02-06,Northeast,Paid Social,0.201922724763188
CUST03917,2024-02-06,South,Email,0.5074216272056133
CUST03561,2024-02-07,West,Email,0.28940575017690584
CUST02795,2024-02-07,Midwest,Paid Social,0.5134820539030516
CUST02705,2024-02-07,Northeast,Paid Social,0.654952147079027
CUST03155,2024-02-07,Northeast,Paid Social,0.7114482745025165
CUST00045,2024-02-07,West,Paid Social,0.5235326352267948
CUST03532,2024-02-08,West,Email,0.98
CUST03988,2024-02-08,Midwest,Direct,0.5880353251476822
CUST00899,2024-02-08,South,Email,0.40964881538543574
CUST03070,2024-02-08,South,Paid Social,0.38654396521779766
CUST03411,2024-02-08,Northeast,Paid Social,0.2995592470845281
CUST02232,2024-02-08,Northeast,Organic Search,0.4380424872402785
CUST02591,2024-02-08,Northeast,Paid Social,0.43121988184415094
CUST01953,2024-02-09,West,Direct,0.418999769120599
CUST00659,2024-02-09,Northeast,Referral,0.5228174829148651
CUST01022,2024-02-09,South,Direct,0.6525732401547111
CUST03277,2024-02-09,South,Direct,0.3433146223918474
CUST03335,2024-02-09,Midwest,Email,0.505716353909889
CUST03652,2024-02-09,Midwest,Direct,0.49943882950164503
CUST02025,2024-02-09,South,Organic Search,0.4034536045518834
CUST01834,2024-02-09,Midwest,Email,0.274856691760355
CUST03816,2024-02-09,South,Organic Search,0.11899906836923635
CUST03932,2024-02-10,Northeast,Email,0.21497788184000927
CUST01253,2024-02-10,Midwest,Direct,0.5053135222715096
CUST03614,2024-02-10,South,Organic Search,0.5762543995867508
CUST03536,2024-02-10,South,Paid Social,0.2943471201357266
CUST01215,2024-02-10,Northeast,Direct,0.3071763921963355
CUST01911,2024-02-10,South,Direct,0.6873187597710878
CUST02669,2024-02-11,West,Email,0.3871337449908873
CUST01055,2024-02-11,South,Organic Search,0.6412497443514642
CUST00069,2024-02-11,Northeast,Organic Search,0.42361265698323647
CUST03580,2024-02-12,South,Organic Search,0.3416680587235935
CUST01027,2024-02-12,Northeast,Email,0.2528518338004353
CUST01588,2024-02-12,Midwest,Direct,0.6416305116247947
CUST02856,2024-02-12,West,Organic Search,0.8430960479360492
CUST03916,2024-02-12,South,Organic Search,0.4641818078265264
CUST02479,2024-02-12,West,Organic Search,0.6899115598089663
CUST00127,2024-02-13,Midwest,Organic Search,0.8922903647527295
CUST01096,2024-02-13,Northeast,Organic Search,0.9100615157956022
CUST03759,2024-02-13,Northeast,Organic Search,0.8415926386821477
CUST00217,2024-02-13,Northeast,Paid Social,0.6828608252459145
CUST01571,2024-02-13,South,Email,0.5556796931745642
CUST00439,2024-02-14,Midwest,Direct,0.828181301098863
CUST01851,2024-02-14,Midwest,Paid Social,0.5133528242945771
CUST03134,2024-02-14,Midwest,Email,0.6524393205873612
CUST02752,2024-02-14,South,Paid Social,0.18054839545886775
CUST01122,2024-02-15,Midwest,Organic Search,0.42377110258776496
CUST03639,2024-02-15,Northeast,Email,0.5752910318420374
CUST02635,2024-02-15,South,Organic Search,0.6216030871225713
CUST01361,2024-02-15,Midwest,Paid Social,0.3475819633366465
CUST03887,2024-02-15,Northeast,Referral,0.4954616940122538
CUST00280,2024-02-15,South,Organic Search,0.3489993954600391
CUST00007,2024-02-16,Midwest,Email,0.5483816790029732
CUST03321,2024-02-16,Northeast,Referral,0.619409811312404
CUST02366,2024-02-16,Northeast,Direct,0.47089701410455687
CUST00246,2024-02-16,Northeast,Organic Search,0.3372273588296507
CUST01328,2024-02-16,West,Paid Social,0.5446475872349659
CUST03543,2024-02-16,South,Paid Social,0.49670532639049886
CUST00431,2024-02-16,West,Paid Social,0.32094404602182536
CUST00678,2024-02-16,West,Direct,0.45901051140539006
CUST01256,2024-02-16,West,Organic Search,0.6712617953911034
CUST00881,2024-02-16,Northeast,Organic Search,0.16471735950795185
CUST02865,2024-02-17,South,Organic Search,0.9236857022387955
CUST02529,2024-02-17,Northeast,Referral,0.6814015248659993
CUST03535,2024-02-17,West,Direct,0.6496734767174934
CUST03281,2024-02-17,West,Direct,0.6548773573846863
CUST03620,2024-02-17,Northeast,Referral,0.6878902611958622
CUST00753,2024-02-17,West,Referral,0.7698905229830706
CUST00728,2024-02-17,Northeast,Organic Search,0.4350313609256278
CUST02317,2024-02-17,West,Direct,0.45337833400431693
CUST00196,2024-02-17,West,Paid Social,0.4825411710241006
CUST01543,2024-02-18,West,Email,0.6002382445816246
CUST01931,2024-02-18,South,Organic Search,0.45026662157852787
CUST01721,2024-02-18,South,Organic Search,0.6005288697506026
CUST00001,2024-02-18,West,Paid Social,0.12333431975463527
CUST03248,2024-02-18,Northeast,Paid Social,0.5079521918552596
CUST03982,2024-02-18,South,Organic Search,0.5580268996846056
CUST02912,2024-02-19,Midwest,Paid Social,0.7702094611268624
CUST01809,2024-02-19,West,Direct,0.41784189751989187
CUST00826,2024-02-19,South,Paid Social,0.364789439439153
CUST00359,2024-02-19,West,Paid Social,0.6365893586276651
CUST01633,2024-02-19,South,Direct,0.7156845052845177
CUST00695,2024-02-19,West,Paid Social,0.5931329404556709
CUST01531,2024-02-19,Northeast,Organic Search,0.7265254647386021
CUST02033,2024-02-19,South,Email,0.28356415675376273
CUST03528,2024-02-19,Northeast,Organic Search,0.377683987222364
CUST02854,2024-02-19,Northeast,Email,0.8854795507987512
CUST00172,2024-02-19,Northeast,Paid Social,0.6137911212747869
CUST00133,2024-02-19,West,Referral,0.5500497951317925
CUST00581,2024-02-20,Northeast,Direct,0.5286740340159007
CUST02340,2024-02-20,West,Referral,0.7763468127311617
CUST00033,2024-02-20,Midwest,Organic Search,0.23178865240844315
CUST00910,2024-02-20,South,Paid Social,0.6926281946350106
CUST02082,2024-02-20,Midwest,Email,0.7398713610563431
CUST02594,2024-02-21,Northeast,Paid Social,0.02
CUST00010,2024-02-21,South,Direct,0.1717629539551167
CUST01690,2024-02-21,Midwest,Paid Social,0.6158988175871074
CUST02816,2024-02-21,Northeast,Organic Search,0.5916864337971064
CUST02266,2024-02-21,South,Direct,0.08328856907879184
CUST02453,2024-02-21,South,Organic Search,0.7134966432529222
CUST00674,2024-02-21,Midwest,Paid Social,0.15493070514819535
CUST03672,2024-02-21,West,Direct,0.7991931919643462
CUST03414,2024-02-21,Northeast,Direct,0.35810142618044416
CUST03975,2024-02-21,West,Email,0.47589421198445486
CUST00951,2024-02-21,Northeast,Email,0.5746126190750256
CUST00243,2024-02-21,Midwest,Organic Search,0.46134999863363335
CUST00376,2024-02-21,Northeast,Organic Search,0.5215524177352642
CUST00700,2024-02-21,West,Paid Social,0.4801802816263764
CUST02742,2024-02-22,Northeast,Email,0.8430842195598467
CUST00791,2024-02-22,West,Paid Social,0.19001503217692517
CUST00977,2024-02-22,South,Direct,0.5072403941325256
CUST00218,2024-02-22,West,Email,0.6589696409830703
CUST01842,2024-02-22,South,Organic Search,0.241272175472022
CUST02306,2024-02-22,Northeast,Organic Search,0.6568169093167209
CUST03959,2024-02-23,South,Paid Social,0.530852589428342
CUST00087,2024-02-23,Midwest,Paid Social,0.4307420719345685
CUST02321,2024-02-23,West,Organic Search,0.17924556894866
CUST03284,2024-02-23,Midwest,Organic Search,0.28062565426541586
CUST03419,2024-02-23,Northeast,Paid Social,0.6335911810589829
CUST00891,2024-02-24,Northeast,Email,0.5604426927159989
CUST01788,2024-02-24,Northeast,Direct,0.7295438080210356
CUST02502,2024-02-24,Midwest,Referral,0.45438020853135214
CUST01880,2024-02-24,Midwest,Direct,0.21605652336471387
CUST00588,2024-02-24,Northeast,Direct,0.04556323991282968
CUST02472,2024-02-24,Midwest,Direct,0.3807173183178137
CUST02957,2024-02-24,West,Email,0.8737666346302116
CUST01738,2024-02-24,South,Paid Social,0.8684499512948993
CUST03035,2024-02-24,South,Paid Social,0.501901946752624
CUST03343,2024-02-24,West,Direct,0.6733673954322694
CUST02682,2024-02-25,Northeast,Email,0.3254485083106067
CUST01289,2024-02-25,Northeast,Email,0.6526618351004987
CUST01436,2024-02-25,South,Paid Social,0.5121273795180561
CUST00580,2024-02-25,West,Direct,0.8541135218073963
CUST02623,2024-02-26,South,Organic Search,0.6429255779179108
CUST02556,2024-02-26,South,Organic Search,0.6115419285927366
CUST01359,2024-02-26,South,Organic Search,0.4514775240371905
CUST02423,2024-02-26,South,Email,0.5844277178036483
CUST01450,2024-02-26,West,Paid Social,0.3150800516131539
CUST03497,2024-02-26,West,Organic Search,0.2709022173236433
CUST00258,2024-02-26,South,Organic Search,0.44158072739570925
CUST03872,2024-02-26,Midwest,Direct,0.363715538823751
CUST03807,2024-02-26,South,Email,0.47832463120917046
CUST02515,2024-02-26,Northeast,Paid Social,0.8461013674705711
CUST03853,2024-02-27,Northeast,Paid Social,0.5904824236095977
CUST01730,2024-02-27,South,Organic Search,0.8182811623444475
CUST00171,2024-02-27,Midwest,Direct,0.2089605161094033
CUST00460,2024-02-27,South,Referral,0.1728513423611961
CUST02265,2024-02-27,South,Email,0.6350637315986216
CUST03353,2024-02-27,South,Paid Social,0.5826653246970994
CUST00516,2024-02-27,West,Paid Social,0.759438618138748
CUST02177,2024-02-27,South,Email,0.4977071156679725
CUST01166,2024-02-27,South,Paid Social,0.5168561702546995
CUST03783,2024-02-27,Midwest,Email,0.9361059122086401
CUST02615,2024-02-27,Midwest,Organic Search,0.3944203345348304
CUST03687,2024-02-27,Northeast,Direct,0.4623364512826987
CUST02475,2024-02-27,South,Organic Search,0.32881751076161736
CUST01827,2024-02-27,Midwest,Referral,0.27975853258061417
CUST00818,2024-02-28,South,Organic Search,0.33140802683082177
CUST00583,2024-02-28,Northeast,Referral,0.13427431793251898
CUST03491,2024-02-28,Midwest,Paid Social,0.6058898312499243
CUST02504,2024-02-28,Midwest,Email,0.13278369289340042
CUST01855,2024-02-28,South,Organic Search,0.7486177215195784
CUST00322,2024-02-28,Northeast,Paid Social,0.2444923965283739
CUST02946,2024-02-28,West,Email,0.4437681745188081
CUST01227,2024-02-28,South,Organic Search,0.6055213029778514
CUST00310,2024-02-29,West,Referral,0.578563705242982
CUST03077,2024-02-29,Midwest,Direct,0.4647424080691007
CUST03727,2024-02-29,South,Organic Search,0.0948346481677233
CUST01272,2024-02-29,South,Direct,0.2882219613769422
CUST03150,2024-02-29,Midwest,Organic Search,0.46580574219341286
CUST00480,2024-02-29,West,Paid Social,0.22569977171117023
CUST01489,2024-03-01,Northeast,Organic Search,0.43649500122668916
CUST01816,2024-03-01,Midwest,Organic Search,0.6585941769956786
CUST01466,2024-03-01,South,Organic Search,0.42716712593311856
CUST00808,2024-03-01,South,Direct,0.7552224081892832
CUST01538,2024-03-01,South,Direct,0.42605659495279596
CUST03034,2024-03-01,South,Direct,0.3650786386026209
CUST03591,2024-03-01,Midwest,Referral,0.45071045201637955
CUST01867,2024-03-01,South,Organic Search,0.6684232292330536
CUST01484,2024-03-02,South,Referral,0.6063236401606747
CUST02244,2024-03-02,South,Paid Social,0.4577000507806294
CUST03791,2024-03-02,West,Organic Search,0.4525948306118062
CUST02911,2024-03-02,Northeast,Paid Social,0.45053829887848906
CUST01579,2024-03-02,South,Organic Search,0.4315898031798997
CUST03027,2024-03-02,Midwest,Referral,0.5678876770634966
CUST02853,2024-03-03,West,Organic Search,0.3436824235549607
CUST02723,2024-03-03,Northeast,Referral,0.3654843831921004
CUST01321,2024-03-03,Northeast,Organic Search,0.40855095897178173
CUST02506,2024-03-03,Midwest,Organic Search,0.3239624101727565
CUST00120,2024-03-03,Northeast,Organic Search,0.29085798613432745
CUST01216,2024-03-03,South,Organic Search,0.2996522513455948
CUST00873,2024-03-03,Northeast,Paid Social,0.7508038470665573
CUST00501,2024-03-03,Northeast,Direct,0.6265689528848409
CUST02215,2024-03-03,South,Organic Search,0.520091854166579
CUST02214,2024-03-04,Northeast,Email,0.24695999299610527
CUST00726,2024-03-04,South,Paid Social,0.6175013180478455
CUST01020,2024-03-04,Northeast,Paid Social,0.4343351902974267
CUST00365,2024-03-04,South,Direct,0.27109987651365786
CUST00538,2024-03-04,Midwest,Email,0.39437789292229997
CUST00778,2024-03-05,South,Paid Social,0.7060370797203004
CUST01946,2024-03-05,West,Organic Search,0.5998001794593888
CUST00198,2024-03-05,South,Organic Search,0.6045439639032255
CUST02786,2024-03-05,West,Organic Search,0.6641143196029803
CUST00313,2024-03-05,Midwest,Direct,0.45614000794986176
CUST02681,2024-03-05,West,Organic Search,0.24566068914006145
CUST00497,2024-03-05,South,Paid Social,0.44619456793769585
CUST02269,2024-03-05,South,Referral,0.7491788364541704
CUST03161,2024-03-05,West,Paid Social,0.6234588161323122
CUST03370,2024-03-05,Midwest,Referral,0.525275910877851
CUST02700,2024-03-05,South,Organic Search,0.6467379462806071
CUST02364,2024-03-05,West,Paid Social,0.5417357048730863
CUST03305,2024-03-05,Northeast,Organic Search,0.756154663228634
CUST01050,2024-03-06,Northeast,Organic Search,0.7114107879944478
CUST01343,2024-03-06,Northeast,Direct,0.4935973889673202
CUST03651,2024-03-06,West,Direct,0.40236238759272497
