order_id,product_id,quantity,unit_price,unit_cost
ORD000042,PROD0022,3,338.23,203.21
ORD000042,PROD0120,2,78.25,38.9
ORD000042,PROD0132,1,74.97,46.96
ORD000042,PROD0092,3,25.65,12.65
ORD000043,PROD0143,3,56.04,28.32
ORD000043,PROD0107,1,129.92,69.18
ORD000044,PROD0125,3,187.58,111.43
ORD000044,PROD0038,3,78.22,47.67
ORD000044,PROD0102,3,93.28,45.98
ORD000045,PROD0108,1,121.99,69.83
ORD000046,PROD0119,3,95.02,47.18
ORD000046,PROD0106,2,128.95,74.79
ORD000046,PROD0014,2,429.85,233.18
ORD000047,PROD0019,1,336.03,200.98
ORD000048,PROD0093,1,53.94,27.18
ORD000049,PROD0147,3,19.55,11.31
ORD000049,PROD0066,2,85.71,46.83
ORD000050,PROD0042,1,113.32,69.0
ORD000050,PROD0023,3,165.57,84.69
ORD000050,PROD0143,1,56.04,28.32
ORD000050,PROD0061,3,13.12,6.32
ORD000051,PROD0036,3,86.8,52.46
ORD000051,PROD0110,3,100.04,55.92
ORD000052,PROD0136,3,26.27,14.55
ORD000053,PROD0144,3,38.4,23.94
ORD000053,PROD0110,2,100.04,55.92
ORD000053,PROD0026,3,114.13,69.95
ORD000053,PROD0088,3,31.43,13.99
ORD000054,PROD0139,1,58.07,24.69
ORD000054,PROD0082,3,40.81,21.82
ORD000055,PROD0131,1,70.64,44.46
ORD000056,PROD0095,2,30.14,18.71
ORD000056,PROD0017,2,155.52,93.02
ORD000056,PROD0044,1,110.87,69.15
ORD000056,PROD0087,1,41.1,20.84
ORD000057,PROD0011,3,192.81,105.32
ORD000057,PROD0119,2,95.02,47.18
ORD000057,PROD0112,1,193.74,86.93
ORD000057,PROD0095,1,30.14,18.71
ORD000058,PROD0085,2,28.98,16.79
ORD000059,PROD0079,3,18.53,7.77
ORD000059,PROD0062,3,72.44,35.5
ORD000060,PROD0002,1,216.88,124.55
ORD000060,PROD0092,1,25.65,12.65
ORD000060,PROD0124,2,121.02,51.26
ORD000061,PROD0019,2,336.03,200.98
ORD000061,PROD0126,1,15.9,10.19
ORD000062,PROD0147,2,19.55,11.31
ORD000062,PROD0053,1,73.93,39.18
ORD000062,PROD0017,2,155.52,93.02
ORD000062,PROD0050,1,133.52,57.21
ORD000063,PROD0111,1,73.13,32.52
ORD000063,PROD0086,2,43.78,19.42
ORD000064,PROD0037,1,74.54,31.32
ORD000064,PROD0038,1,78.22,47.67
ORD000065,PROD0106,1,128.95,74.79
ORD000066,PROD0019,3,336.03,200.98
ORD000067,PROD0121,2,17.06,10.6
ORD000067,PROD0145,3,60.32,27.44
ORD000067,PROD0080,2,44.0,24.43
ORD000068,PROD0124,2,121.02,51.26
ORD000068,PROD0105,1,191.65,80.68
ORD000068,PROD0017,1,155.52,93.02
ORD000069,PROD0094,3,39.12,24.2
ORD000069,PROD0054,2,18.76,8.76
ORD000069,PROD0084,3,53.89,34.97
ORD000070,PROD0099,1,40.56,19.04
ORD000071,PROD0064,3,74.06,33.36
ORD000071,PROD0003,1,485.69,247.6
ORD000071,PROD0046,1,36.63,17.53
ORD000071,PROD0002,1,216.88,124.55
ORD000072,PROD0146,3,54.29,23.51
ORD000072,PROD0094,2,39.12,24.2
ORD000072,PROD0018,2,272.87,121.21
ORD000073,PROD0124,2,121.02,51.26
ORD000073,PROD0038,3,78.22,47.67
ORD000074,PROD0106,2,128.95,74.79
ORD000074,PROD0002,3,216.88,124.55
ORD000074,PROD0131,2,70.64,44.46
ORD000075,PROD0038,2,78.22,47.67
ORD000076,PROD0132,3,74.97,46.96
ORD000076,PROD0030,1,24.29,11.94
ORD000077,PROD0070,3,37.65,20.8
ORD000078,PROD0028,1,79.76,44.35
ORD000078,PROD0123,1,16.06,9.44
ORD000078,PROD0015,1,372.17,193.63
ORD000078,PROD0075,2,82.82,52.8
ORD000079,PROD0010,1,334.81,212.63
ORD000079,PROD0009,1,224.03,120.24
ORD000079,PROD0051,2,71.09,45.6
ORD000079,PROD0127,3,14.46,7.43
ORD000080,PROD0146,1,54.29,23.51
ORD000080,PROD0010,2,334.81,212.63
ORD000080,PROD0009,3,224.03,120.24
ORD000080,PROD0049,1,132.39,77.03
ORD000081,PROD0096,1,15.1,7.42
ORD000081,PROD0017,1,155.52,93.02
ORD000081,PROD0051,2,71.09,45.6
ORD000082,PROD0018,2,272.87,121.21
ORD000083,PROD0114,1,29.31,11.97
ORD000083,PROD0137,3,72.9,38.11
ORD000084,PROD0115,2,26.84,11.56
ORD000084,PROD0117,3,78.26,39.67
ORD000084,PROD0005,3,225.48,93.74
ORD000084,PROD0074,2,67.25,27.15
ORD000085,PROD0131,3,70.64,44.46
ORD000085,PROD0023,2,165.57,84.69
ORD000085,PROD0145,3,60.32,27.44
ORD000085,PROD0067,1,61.53,24.76
ORD000086,PROD0135,3,17.66,8.98
ORD000087,PROD0111,3,73.13,32.52
ORD000087,PROD0076,3,8.13,4.18
ORD000087,PROD0049,1,132.39,77.03
ORD000087,PROD0054,2,18.76,8.76
ORD000088,PROD0037,2,74.54,31.32
ORD000088,PROD0141,2,45.12,22.64
ORD000088,PROD0028,3,79.76,44.35
ORD000089,PROD0089,2,46.73,26.85
ORD000090,PROD0143,2,56.04,28.32
ORD000091,PROD0023,3,165.57,84.69
ORD000091,PROD0004,3,268.08,121.99
ORD000091,PROD0080,2,44.0,24.43
ORD000091,PROD0123,1,16.06,9.44
ORD000092,PROD0032,3,86.1,51.18
ORD000092,PROD0028,1,79.76,44.35
ORD000092,PROD0121,3,17.06,10.6
ORD000092,PROD0049,3,132.39,77.03
ORD000093,PROD0130,3,24.44,14.52
ORD000093,PROD0052,2,15.82,7.21
ORD000093,PROD0150,1,74.71,46.35
ORD000093,PROD0075,3,82.82,52.8
ORD000094,PROD0132,3,74.97,46.96
ORD000094,PROD0053,3,73.93,39.18
ORD000095,PROD0090,3,35.68,15.67
ORD000095,PROD0019,1,336.03,200.98
ORD000096,PROD0148,1,14.44,6.79
ORD000096,PROD0075,3,82.82,52.8
ORD000096,PROD0109,2,174.7,84.57
ORD000097,PROD0023,3,165.57,84.69
ORD000097,PROD0103,3,21.47,9.54
ORD000097,PROD0030,2,24.29,11.94
ORD000097,PROD0044,3,110.87,69.15
ORD000098,PROD0116,3,94.4,57.33
ORD000099,PROD0051,3,71.09,45.6
ORD000099,PROD0095,3,30.14,18.71
ORD000099,PROD0149,3,72.35,42.29
ORD000100,PROD0044,2,110.87,69.15
ORD000101,PROD0015,3,372.17,193.63
ORD000101,PROD0139,1,58.07,24.69
ORD000101,PROD0044,3,110.87,69.15
ORD000101,PROD0075,2,82.82,52.8
ORD000102,PROD0117,2,78.26,39.67
ORD000102,PROD0081,1,51.28,31.34
ORD000103,PROD0090,2,35.68,15.67
ORD000103,PROD0131,2,70.64,44.46
ORD000103,PROD0123,3,16.06,9.44
ORD000104,PROD0029,1,128.68,74.05
ORD000105,PROD0099,3,40.56,19.04
ORD000105,PROD0021,3,208.3,130.9
ORD000106,PROD0031,3,87.36,51.43
ORD000107,PROD0130,3,24.44,14.52
ORD000108,PROD0131,1,70.64,44.46
ORD000108,PROD0093,3,53.94,27.18
ORD000108,PROD0041,1,55.76,28.4
ORD000109,PROD0074,2,67.25,27.15
ORD000109,PROD0054,1,18.76,8.76
ORD000109,PROD0120,1,78.25,38.9
ORD000110,PROD0023,3,165.57,84.69
ORD000110,PROD0133,2,52.92,25.7
ORD000111,PROD0075,1,82.82,52.8
ORD000111,PROD0095,1,30.14,18.71
ORD000111,PROD0044,3,110.87,69.15
ORD000111,PROD0005,1,225.48,93.74
ORD000112,PROD0031,3,87.36,51.43
ORD000112,PROD0009,1,224.03,120.24
ORD000112,PROD0085,1,28.98,16.79
ORD000112,PROD0012,3,454.79,214.91
ORD000113,PROD0147,1,19.55,11.31
ORD000113,PROD0098,3,57.78,32.6
ORD000114,PROD0011,2,192.81,105.32
ORD000115,PROD0012,2,454.79,214.91
ORD000116,PROD0150,2,74.71,46.35
ORD000116,PROD0033,1,127.27,59.34
ORD000116,PROD0137,3,72.9,38.11
ORD000117,PROD0059,1,78.45,50.09
ORD000117,PROD0099,1,40.56,19.04
ORD000117,PROD0032,1,86.1,51.18
ORD000117,PROD0116,3,94.4,57.33
ORD000118,PROD0133,3,52.92,25.7
ORD000118,PROD0025,3,225.83,134.39
ORD000119,PROD0023,2,165.57,84.69
ORD000119,PROD0118,1,126.05,59.94
ORD000119,PROD0139,1,58.07,24.69
ORD000119,PROD0108,3,121.99,69.83
ORD000120,PROD0090,1,35.68,15.67
ORD000120,PROD0081,3,51.28,31.34
ORD000121,PROD0028,1,79.76,44.35
ORD000121,PROD0135,3,17.66,8.98
ORD000121,PROD0115,3,26.84,11.56
ORD000122,PROD0076,1,8.13,4.18
ORD000123,PROD0008,1,259.01,121.84
ORD000123,PROD0120,3,78.25,38.9
ORD000123,PROD0055,1,37.28,17.9
ORD000124,PROD0139,2,58.07,24.69
ORD000124,PROD0144,2,38.4,23.94
ORD000125,PROD0093,1,53.94,27.18
ORD000125,PROD0067,1,61.53,24.76
ORD000125,PROD0003,3,485.69,247.6
ORD000125,PROD0041,3,55.76,28.4
ORD000126,PROD0031,1,87.36,51.43
ORD000127,PROD0043,3,18.2,10.88
ORD000127,PROD0130,1,24.44,14.52
ORD000128,PROD0018,2,272.87,121.21
ORD000129,PROD0069,2,75.93,34.87
ORD000129,PROD0073,2,69.63,31.95
ORD000130,PROD0020,1,301.63,183.8
ORD000131,PROD0102,1,93.28,45.98
ORD000131,PROD0019,2,336.03,200.98
ORD000131,PROD0073,3,69.63,31.95
ORD000131,PROD0025,1,225.83,134.39
ORD000132,PROD0112,1,193.74,86.93
ORD000132,PROD0060,2,45.02,28.96
ORD000132,PROD0032,1,86.1,51.18
ORD000133,PROD0039,3,89.98,43.16
ORD000133,PROD0086,1,43.78,19.42
ORD000133,PROD0127,1,14.46,7.43
ORD000134,PROD0119,3,95.02,47.18
ORD000135,PROD0078,3,36.12,19.97
ORD000135,PROD0059,3,78.45,50.09
ORD000136,PROD0017,3,155.52,93.02
ORD000136,PROD0018,2,272.87,121.21
ORD000137,PROD0063,1,83.84,38.12
ORD000137,PROD0005,1,225.48,93.74
ORD000137,PROD0090,3,35.68,15.67
ORD000137,PROD0059,3,78.45,50.09
ORD000138,PROD0022,3,338.23,203.21
ORD000138,PROD0072,3,12.34,6.32
ORD000139,PROD0076,2,8.13,4.18
ORD000139,PROD0047,2,141.08,77.53
ORD000139,PROD0100,1,56.42,29.22
ORD000140,PROD0036,3,86.8,52.46
ORD000141,PROD0007,3,354.42,165.98
ORD000141,PROD0139,1,58.07,24.69
ORD000141,PROD0107,2,129.92,69.18
ORD000142,PROD0050,3,133.52,57.21
ORD000142,PROD0066,3,85.71,46.83
ORD000143,PROD0141,3,45.12,22.64
ORD000143,PROD0056,1,80.46,45.5
ORD000144,PROD0142,3,30.05,12.41
ORD000144,PROD0076,1,8.13,4.18
ORD000145,PROD0073,1,69.63,31.95
ORD000145,PROD0108,2,121.99,69.83
ORD000145,PROD0022,1,338.23,203.21
ORD000145,PROD0080,2,44.0,24.43
ORD000146,PROD0143,1,56.04,28.32
ORD000146,PROD0115,1,26.84,11.56
ORD000146,PROD0059,3,78.45,50.09
ORD000147,PROD0045,1,136.06,80.87
ORD000147,PROD0080,3,44.0,24.43
ORD000148,PROD0101,2,64.4,41.66
ORD000148,PROD0004,1,268.08,121.99
ORD000148,PROD0042,1,113.32,69.0
ORD000148,PROD0095,2,30.14,18.71
ORD000149,PROD0023,3,165.57,84.69
ORD000149,PROD0099,3,40.56,19.04
ORD000150,PROD0119,2,95.02,47.18
ORD000150,PROD0055,2,37.28,17.9
ORD000151,PROD0066,1,85.71,46.83
ORD000151,PROD0143,3,56.04,28.32
ORD000151,PROD0138,2,46.54,23.54
ORD000151,PROD0130,3,24.44,14.52
ORD000152,PROD0109,3,174.7,84.57
ORD000153,PROD0095,2,30.14,18.71
ORD000153,PROD0100,1,56.42,29.22
ORD000153,PROD0032,2,86.1,51.18
ORD000154,PROD0031,1,87.36,51.43
ORD000154,PROD0035,2,41.82,21.85
ORD000154,PROD0065,3,27.37,14.0
ORD000154,PROD0083,1,55.53,33.34
ORD000155,PROD0043,1,18.2,10.88
ORD000156,PROD0030,1,24.29,11.94
ORD000156,PROD0066,2,85.71,46.83
ORD000156,PROD0110,2,100.04,55.92
ORD000157,PROD0014,1,429.85,233.18
ORD000157,PROD0081,2,51.28,31.34
ORD000157,PROD0089,1,46.73,26.85
ORD000158,PROD0056,3,80.46,45.5
ORD000159,PROD0078,1,36.12,19.97
ORD000160,PROD0125,2,187.58,111.43
ORD000161,PROD0136,2,26.27,14.55
ORD000161,PROD0027,1,113.51,72.28
ORD000161,PROD0139,1,58.07,24.69
ORD000162,PROD0067,2,61.53,24.76
ORD000163,PROD0126,3,15.9,10.19
ORD000163,PROD0080,2,44.0,24.43
ORD000164,PROD0006,3,434.95,176.52
ORD000164,PROD0124,2,121.02,51.26
ORD000165,PROD0109,1,174.7,84.57
ORD000165,PROD0046,3,36.63,17.53
ORD000165,PROD0100,2,56.42,29.22
ORD000166,PROD0081,1,51.28,31.34
ORD000166,PROD0034,1,96.25,51.91
ORD000166,PROD0003,1,485.69,247.6
ORD000167,PROD0063,3,83.84,38.12
ORD000167,PROD0029,2,128.68,74.05
ORD000167,PROD0024,2,458.42,189.2
ORD000168,PROD0008,1,259.01,121.84
ORD000169,PROD0024,3,458.42,189.2
ORD000169,PROD0145,3,60.32,27.44
ORD000170,PROD0004,3,268.08,121.99
ORD000170,PROD0136,3,26.27,14.55
ORD000170,PROD0013,2,437.92,280.0
ORD000170,PROD0036,3,86.8,52.46
ORD000171,PROD0046,3,36.63,17.53
ORD000171,PROD0089,2,46.73,26.85
ORD000172,PROD0002,1,216.88,124.55
ORD000172,PROD0077,1,29.52,18.02
ORD000172,PROD0026,1,114.13,69.95
ORD000173,PROD0024,3,458.42,189.2
ORD000173,PROD0139,1,58.07,24.69
ORD000174,PROD0019,1,336.03,200.98
ORD000175,PROD0128,1,16.92,7.4
ORD000175,PROD0068,2,16.42,6.84
ORD000175,PROD0125,1,187.58,111.43
ORD000175,PROD0001,3,393.66,179.33
ORD000176,PROD0146,2,54.29,23.51
ORD000176,PROD0032,1,86.1,51.18
ORD000176,PROD0019,2,336.03,200.98
ORD000176,PROD0038,3,78.22,47.67
ORD000177,PROD0091,2,36.96,15.71
ORD000177,PROD0077,1,29.52,18.02
ORD000177,PROD0127,3,14.46,7.43
ORD000178,PROD0073,3,69.63,31.95
ORD000178,PROD0082,1,40.81,21.82
ORD000178,PROD0051,2,71.09,45.6
ORD000178,PROD0027,2,113.51,72.28
ORD000179,PROD0004,3,268.08,121.99
ORD000179,PROD0016,1,314.74,202.57
ORD000179,PROD0003,1,485.69,247.6
ORD000179,PROD0130,2,24.44,14.52
ORD000180,PROD0079,3,18.53,7.77
ORD000181,PROD0139,1,58.07,24.69
ORD000181,PROD0117,2,78.26,39.67
ORD000182,PROD0069,2,75.93,34.87
ORD000182,PROD0081,1,51.28,31.34
ORD000182,PROD0036,1,86.8,52.46
ORD000182,PROD0121,2,17.06,10.6
ORD000183,PROD0054,3,18.76,8.76
ORD000183,PROD0051,1,71.09,45.6
ORD000184,PROD0037,2,74.54,31.32
ORD000185,PROD0120,2,78.25,38.9
ORD000186,PROD0148,2,14.44,6.79
ORD000186,PROD0017,2,155.52,93.02
ORD000186,PROD0064,1,74.06,33.36
ORD000186,PROD0072,1,12.34,6.32
ORD000187,PROD0011,1,192.81,105.32
ORD000187,PROD0104,1,164.7,85.75
ORD000187,PROD0090,3,35.68,15.67
ORD000188,PROD0058,3,45.35,21.74
ORD000188,PROD0146,1,54.29,23.51
ORD000188,PROD0019,3,336.03,200.98
ORD000188,PROD0107,1,129.92,69.18
ORD000189,PROD0026,1,114.13,69.95
ORD000189,PROD0094,3,39.12,24.2
ORD000189,PROD0145,3,60.32,27.44
ORD000190,PROD0106,1,128.95,74.79
ORD000190,PROD0061,2,13.12,6.32
ORD000190,PROD0114,2,29.31,11.97
ORD000190,PROD0115,1,26.84,11.56
ORD000191,PROD0094,2,39.12,24.2
ORD000192,PROD0039,2,89.98,43.16
ORD000193,PROD0070,2,37.65,20.8
ORD000193,PROD0123,2,16.06,9.44
ORD000194,PROD0140,1,8.64,4.84
ORD000194,PROD0118,1,126.05,59.94
ORD000195,PROD0012,3,454.79,214.91
ORD000196,PROD0145,1,60.32,27.44
ORD000197,PROD0015,2,372.17,193.63
ORD000197,PROD0057,3,69.32,27.96
ORD000197,PROD0062,3,72.44,35.5
ORD000197,PROD0067,2,61.53,24.76
ORD000198,PROD0010,1,334.81,212.63
ORD000198,PROD0023,3,165.57,84.69
ORD000199,PROD0106,3,128.95,74.79
ORD000199,PROD0053,1,73.93,39.18
ORD000199,PROD0057,2,69.32,27.96
ORD000200,PROD0137,3,72.9,38.11
ORD000201,PROD0091,2,36.96,15.71
ORD000201,PROD0132,2,74.97,46.96
ORD000201,PROD0076,1,8.13,4.18
ORD000201,PROD0143,3,56.04,28.32
ORD000202,PROD0026,1,114.13,69.95
ORD000203,PROD0076,2,8.13,4.18
ORD000203,PROD0101,2,64.4,41.66
ORD000204,PROD0078,1,36.12,19.97
ORD000205,PROD0097,2,12.93,6.99
ORD000205,PROD0031,2,87.36,51.43
ORD000205,PROD0020,3,301.63,183.8
ORD000205,PROD0122,3,195.81,120.55
ORD000206,PROD0027,1,113.51,72.28
ORD000206,PROD0066,3,85.71,46.83
ORD000206,PROD0032,2,86.1,51.18
ORD000207,PROD0067,3,61.53,24.76
ORD000207,PROD0138,3,46.54,23.54
ORD000207,PROD0093,2,53.94,27.18
ORD000208,PROD0042,2,113.32,69.0
ORD000208,PROD0094,3,39.12,24.2
ORD000208,PROD0131,3,70.64,44.46
ORD000209,PROD0017,1,155.52,93.02
ORD000209,PROD0015,1,372.17,193.63
ORD000209,PROD0084,1,53.89,34.97
ORD000209,PROD0054,3,18.76,8.76
ORD000210,PROD0121,1,17.06,10.6
ORD000211,PROD0105,2,191.65,80.68
ORD000211,PROD0033,2,127.27,59.34
ORD000211,PROD0084,1,53.89,34.97
ORD000211,PROD0028,3,79.76,44.35
ORD000212,PROD0006,1,434.95,176.52
ORD000212,PROD0126,3,15.9,10.19
ORD000213,PROD0124,3,121.02,51.26
ORD000213,PROD0132,3,74.97,46.96
ORD000213,PROD0058,2,45.35,21.74
ORD000214,PROD0077,2,29.52,18.02
ORD000214,PROD0047,3,141.08,77.53
ORD000214,PROD0061,2,13.12,6.32
ORD000214,PROD0025,3,225.83,134.39
ORD000215,PROD0009,3,224.03,120.24
ORD000215,PROD0064,3,74.06,33.36
ORD000216,PROD0120,3,78.25,38.9
ORD000216,PROD0125,2,187.58,111.43
ORD000216,PROD0061,2,13.12,6.32
ORD000216,PROD0090,3,35.68,15.67
ORD000217,PROD0086,1,43.78,19.42
ORD000217,PROD0088,1,31.43,13.99
ORD000217,PROD0039,2,89.98,43.16
ORD000217,PROD0071,2,57.55,28.93
ORD000218,PROD0094,2,39.12,24.2
ORD000218,PROD0019,1,336.03,200.98
ORD000219,PROD0085,1,28.98,16.79
ORD000219,PROD0010,3,334.81,212.63
ORD000219,PROD0069,1,75.93,34.87
ORD000219,PROD0123,1,16.06,9.44
ORD000220,PROD0102,3,93.28,45.98
ORD000221,PROD0041,1,55.76,28.4
ORD000221,PROD0140,3,8.64,4.84
ORD000221,PROD0016,1,314.74,202.57
ORD000222,PROD0102,1,93.28,45.98
ORD000223,PROD0046,2,36.63,17.53
ORD000224,PROD0012,1,454.79,214.91
ORD000224,PROD0129,3,77.59,42.13
ORD000225,PROD0051,1,71.09,45.6
ORD000225,PROD0041,3,55.76,28.4
ORD000226,PROD0080,3,44.0,24.43
ORD000226,PROD0058,1,45.35,21.74
ORD000226,PROD0025,1,225.83,134.39
ORD000227,PROD0066,1,85.71,46.83
ORD000227,PROD0058,3,45.35,21.74
ORD000227,PROD0065,3,27.37,14.0
ORD000228,PROD0023,3,165.57,84.69
ORD000228,PROD0085,1,28.98,16.79
ORD000228,PROD0149,3,72.35,42.29
ORD000228,PROD0018,3,272.87,121.21
ORD000229,PROD0110,3,100.04,55.92
ORD000229,PROD0034,2,96.25,51.91
ORD000229,PROD0094,2,39.12,24.2
ORD000230,PROD0119,2,95.02,47.18
ORD000230,PROD0083,3,55.53,33.34
ORD000230,PROD0104,2,164.7,85.75
ORD000230,PROD0100,3,56.42,29.22
ORD000231,PROD0147,1,19.55,11.31
ORD000231,PROD0018,3,272.87,121.21
ORD000232,PROD0008,3,259.01,121.84
ORD000232,PROD0112,1,193.74,86.93
ORD000232,PROD0116,2,94.4,57.33
ORD000233,PROD0078,2,36.12,19.97
ORD000234,PROD0124,1,121.02,51.26
ORD000235,PROD0001,1,393.66,179.33
ORD000235,PROD0028,1,79.76,44.35
ORD000235,PROD0094,3,39.12,24.2
ORD000235,PROD0022,2,338.23,203.21
ORD000236,PROD0017,3,155.52,93.02
ORD000236,PROD0067,2,61.53,24.76
ORD000236,PROD0113,3,58.06,32.2
ORD000236,PROD0134,2,74.42,32.05
ORD000237,PROD0112,3,193.74,86.93
ORD000237,PROD0116,2,94.4,57.33
ORD000237,PROD0077,1,29.52,18.02
ORD000238,PROD0013,2,437.92,280.0
ORD000238,PROD0112,1,193.74,86.93
ORD000239,PROD0110,1,100.04,55.92
ORD000240,PROD0111,1,73.13,32.52
ORD000240,PROD0123,3,16.06,9.44
ORD000241,PROD0134,3,74.42,32.05
ORD000241,PROD0106,1,128.95,74.79
ORD000242,PROD0135,3,17.66,8.98
ORD000242,PROD0139,3,58.07,24.69
ORD000242,PROD0134,1,74.42,32.05
ORD000243,PROD0028,1,79.76,44.35
ORD000244,PROD0055,1,37.28,17.9
ORD000244,PROD0148,3,14.44,6.79
ORD000244,PROD0126,3,15.9,10.19
ORD000245,PROD0110,2,100.04,55.92
ORD000245,PROD0065,2,27.37,14.0
ORD000245,PROD0069,2,75.93,34.87
ORD000246,PROD0095,3,30.14,18.71
ORD000247,PROD0044,2,110.87,69.15
ORD000247,PROD0121,2,17.06,10.6
ORD000247,PROD0106,1,128.95,74.79
ORD000247,PROD0132,2,74.97,46.96
ORD000248,PROD0015,2,372.17,193.63
ORD000248,PROD0071,3,57.55,28.93
ORD000248,PROD0128,3,16.92,7.4
ORD000248,PROD0007,1,354.42,165.98
ORD000249,PROD0054,3,18.76,8.76
ORD000249,PROD0113,3,58.06,32.2
ORD000249,PROD0116,2,94.4,57.33
ORD000249,PROD0100,2,56.42,29.22
ORD000250,PROD0141,3,45.12,22.64
ORD000250,PROD0028,3,79.76,44.35
ORD000251,PROD0006,1,434.95,176.52
ORD000252,PROD0030,3,24.29,11.94
ORD000252,PROD0088,2,31.43,13.99
ORD000252,PROD0017,2,155.52,93.02
ORD000253,PROD0115,1,26.84,11.56
ORD000253,PROD0033,3,127.27,59.34
ORD000254,PROD0022,1,338.23,203.21
