order_id,customer_id,order_date,region,acquisition_channel,order_revenue
ORD000184,CUST01279,2024-02-01,Midwest,Email,149.08
ORD000185,CUST01279,2024-02-02,Midwest,Email,156.5
ORD000186,CUST01279,2024-02-03,Midwest,Email,426.32
ORD000187,CUST00104,2024-01-08,West,Direct,464.54999999999995
ORD000188,CUST00104,2024-02-05,West,Direct,1328.35
ORD000189,CUST00104,2024-02-14,West,Direct,412.45
ORD000191,CUST00104,2024-05-01,West,Direct,78.24
ORD000192,CUST00104,2024-05-13,West,Direct,179.96
ORD000194,CUST00104,2024-07-02,West,Direct,134.69
ORD000195,CUST00104,2024-07-24,West,Direct,1364.3700000000001
ORD000197,CUST03725,2024-03-09,West,Email,1292.68
ORD000198,CUST03725,2024-05-03,West,Email,831.52
ORD000199,CUST01175,2024-02-17,South,Paid Social,599.42
ORD000200,CUST01175,2024-02-19,South,Paid Social,218.70000000000002
ORD000201,CUST01175,2024-02-23,South,Paid Social,400.11
ORD000203,CUST01175,2024-05-13,South,Paid Social,145.06
ORD000204,CUST01807,2024-02-01,South,Referral,36.12
ORD000205,CUST01807,2024-03-01,South,Referral,1692.9
ORD000206,CUST01807,2024-05-21,South,Referral,542.8399999999999
ORD000207,CUST02202,2024-01-27,West,Direct,432.09000000000003
ORD000208,CUST02202,2024-02-07,West,Direct,555.92
ORD000209,CUST02202,2024-02-21,West,Direct,637.86
ORD000210,CUST02202,2024-03-08,West,Direct,17.06
ORD000211,CUST01070,2024-01-06,Midwest,Referral,931.01
ORD000214,CUST01070,2024-01-27,Midwest,Referral,1186.01
ORD000216,CUST01070,2024-02-20,Midwest,Referral,743.19
ORD000217,CUST01532,2024-01-13,Northeast,Organic Search,370.27
ORD000218,CUST01532,2024-07-20,Northeast,Organic Search,414.27
ORD000219,CUST01532,2024-08-14,Northeast,Organic Search,1125.4
ORD000220,CUST00303,2024-01-14,Midwest,Paid Social,279.84000000000003
ORD000221,CUST00303,2024-01-15,Midwest,Paid Social,396.42
ORD000222,CUST00303,2024-01-21,Midwest,Paid Social,93.28
ORD000223,CUST00303,2024-02-07,Midwest,Paid Social,73.26
ORD000224,CUST00303,2024-02-26,Midwest,Paid Social,687.5600000000001
ORD000225,CUST01763,2024-01-31,Northeast,Organic Search,238.37
ORD000227,CUST01763,2024-04-04,Northeast,Organic Search,303.87
ORD000228,CUST01763,2024-05-22,Northeast,Organic Search,1561.35
ORD000229,CUST01763,2024-08-03,Northeast,Organic Search,570.86
ORD000230,CUST01763,2024-08-04,Northeast,Organic Search,855.29
ORD000231,CUST01763,2024-10-05,Northeast,Organic Search,838.16
ORD000232,CUST02443,2024-04-28,West,Paid Social,1159.57
ORD000233,CUST02443,2025-04-18,West,Paid Social,72.24
ORD000234,CUST03904,2024-01-26,South,Paid Social,121.02
ORD000235,CUST03904,2024-05-17,South,Paid Social,1267.24
ORD000236,CUST03904,2024-07-11,South,Paid Social,912.6400000000001
ORD000237,CUST01682,2024-01-30,Northeast,Email,799.5400000000001
ORD000238,CUST01682,2024-02-26,Northeast,Email,1069.58
ORD000239,CUST01682,2024-02-29,Northeast,Email,100.04
ORD000240,CUST01682,2024-03-11,Northeast,Email,121.30999999999999
ORD000241,CUST01682,2024-03-12,Northeast,Email,352.21
ORD000242,CUST01682,2024-04-01,Northeast,Email,301.61
ORD000244,CUST01682,2024-04-20,Northeast,Email,128.3
ORD000245,CUST01682,2024-05-22,Northeast,Email,406.68000000000006
ORD000246,CUST00790,2024-01-14,Midwest,Direct,90.42
ORD000247,CUST00790,2024-01-18,Midwest,Direct,534.75
ORD000248,CUST00790,2024-01-28,Midwest,Direct,1322.17
ORD000249,CUST00790,2024-02-07,Midwest,Direct,532.1
ORD000251,CUST00790,2024-02-12,Midwest,Direct,434.95
ORD000252,CUST00790,2024-02-14,Midwest,Direct,446.77000000000004
ORD000253,CUST00801,2024-02-17,West,Paid Social,408.65
ORD000254,CUST00801,2024-03-07,West,Paid Social,338.23
ORD000255,CUST00801,2024-05-04,West,Paid Social,105.50999999999999
ORD000256,CUST00801,2024-05-13,West,Paid Social,804.24
ORD000257,CUST00801,2024-06-01,West,Paid Social,678.22
ORD000258,CUST00801,2024-06-05,West,Paid Social,516.52
ORD000259,CUST00801,2024-06-10,West,Paid Social,282.16
ORD000260,CUST03822,2024-04-26,West,Direct,491.56
ORD000261,CUST03822,2024-09-07,West,Direct,381.81
ORD000262,CUST03822,2024-09-29,West,Direct,186.56
ORD000265,CUST01121,2024-01-18,Northeast,Paid Social,487.75
ORD000266,CUST01121,2024-01-28,Northeast,Paid Social,325.85
ORD000268,CUST01121,2024-08-13,Northeast,Paid Social,2018.9200000000003
ORD000269,CUST01121,2024-09-27,Northeast,Paid Social,72.24
ORD000271,CUST00839,2024-01-25,Midwest,Direct,684.4
ORD000272,CUST00839,2024-02-04,Midwest,Direct,1117.94
ORD000274,CUST00839,2024-02-24,Midwest,Direct,402.32
ORD000275,CUST00839,2024-03-10,Midwest,Direct,282.16
ORD000277,CUST03103,2024-01-13,Northeast,Paid Social,29.31
ORD000278,CUST03103,2024-01-22,Northeast,Paid Social,322.2
ORD000279,CUST03103,2024-02-19,Northeast,Paid Social,517.39
ORD000280,CUST03103,2024-02-21,Northeast,Paid Social,121.02
ORD000281,CUST03103,2024-02-28,Northeast,Paid Social,238.53
ORD000282,CUST03103,2024-03-01,Northeast,Paid Social,896.26
ORD000283,CUST03103,2024-03-02,Northeast,Paid Social,618.39
ORD000284,CUST00410,2024-01-17,West,Organic Search,150.01
ORD000285,CUST00410,2024-01-22,West,Organic Search,245.96
ORD000286,CUST00410,2024-03-04,West,Organic Search,254.67000000000002
ORD000287,CUST00410,2024-06-03,West,Organic Search,981.8199999999999
ORD000288,CUST00410,2024-06-12,West,Organic Search,676.88
ORD000289,CUST03136,2024-01-25,South,Email,729.24
ORD000290,CUST03136,2024-02-20,South,Email,576.9
ORD000291,CUST03136,2024-02-28,South,Email,354.42
ORD000292,CUST03136,2024-03-13,South,Email,538.89
ORD000295,CUST03136,2024-03-19,South,Email,294.64
ORD000296,CUST03136,2024-04-03,South,Email,193.20000000000002
ORD000297,CUST03136,2024-04-05,South,Email,1163.43
ORD000298,CUST03136,2024-05-11,South,Email,1200.53
ORD000299,CUST03136,2024-05-15,South,Email,644.6600000000001
ORD000300,CUST00889,2024-03-09,Northeast,Email,472.77
ORD000301,CUST00889,2024-06-25,Northeast,Email,108.58
ORD000303,CUST00889,2024-08-16,Northeast,Email,865.26
ORD000304,CUST00889,2024-08-21,Northeast,Email,227.79000000000002
ORD000305,CUST00889,2024-10-01,Northeast,Email,161.22
ORD000306,CUST01038,2024-02-15,Northeast,Referral,892.9000000000001
ORD000307,CUST01038,2024-03-21,Northeast,Referral,264.84000000000003
ORD000308,CUST01038,2024-05-23,Northeast,Referral,2762.2400000000002
ORD000309,CUST01038,2024-06-29,Northeast,Referral,17.28
ORD000310,CUST01038,2024-08-05,Northeast,Referral,331.66
ORD000311,CUST02975,2024-05-10,South,Organic Search,645.48
ORD000312,CUST02975,2024-06-06,South,Organic Search,233.45
ORD000314,CUST00415,2024-07-20,Midwest,Paid Social,512.78
ORD000316,CUST01652,2024-03-27,Northeast,Organic Search,699.08
ORD000317,CUST01652,2024-07-07,Northeast,Organic Search,186.9
ORD000318,CUST01652,2024-07-22,Northeast,Organic Search,691.01
ORD000319,CUST01652,2024-09-08,Northeast,Organic Search,1571.8600000000001
ORD000320,CUST01624,2024-01-16,West,Organic Search,486.99
ORD000321,CUST01624,2024-02-01,West,Organic Search,89.98
ORD000322,CUST03505,2024-01-12,West,Email,153.84
ORD000323,CUST03505,2024-01-13,West,Email,698.94
ORD000324,CUST03505,2024-02-03,West,Email,769.9000000000001
ORD000325,CUST03505,2024-02-28,West,Email,707.8199999999999
ORD000326,CUST03505,2024-04-15,West,Email,12.93
ORD000327,CUST03505,2024-04-28,West,Email,285.06
ORD000329,CUST03898,2024-07-26,West,Referral,715.6499999999999
ORD000330,CUST03898,2025-05-13,West,Referral,822.05
ORD000331,CUST03898,2025-06-07,West,Referral,783.77
ORD000332,CUST00478,2024-02-22,Northeast,Paid Social,228.88
ORD000333,CUST00478,2024-02-24,Northeast,Paid Social,518.02
ORD000334,CUST00478,2024-03-02,Northeast,Paid Social,801.62
ORD000335,CUST00478,2024-04-30,Northeast,Paid Social,397.16999999999996
ORD000336,CUST00478,2024-05-02,Northeast,Paid Social,368.5
ORD000337,CUST01366,2024-06-30,Midwest,Organic Search,1025.53
ORD000338,CUST01366,2025-01-09,Midwest,Organic Search,1289.5500000000002
ORD000339,CUST01366,2025-03-25,Midwest,Organic Search,439.29999999999995
ORD000340,CUST01366,2025-04-08,Midwest,Organic Search,117.75999999999999
ORD000341,CUST01366,2025-05-17,Midwest,Organic Search,209.13000000000002
ORD000342,CUST01366,2025-05-27,Midwest,Organic Search,849.6899999999999
ORD000343,CUST01366,2025-06-13,Midwest,Organic Search,1095.35
ORD000344,CUST02090,2024-01-12,Northeast,Organic Search,125.46000000000001
ORD000345,CUST02090,2024-01-17,Northeast,Organic Search,384.12
ORD000346,CUST02090,2024-02-28,Northeast,Organic Search,1311.93
ORD000347,CUST02090,2024-04-05,Northeast,Organic Search,1255.7
ORD000348,CUST02090,2024-10-14,Northeast,Organic Search,632.87
ORD000349,CUST02090,2024-12-14,Northeast,Organic Search,1681.2199999999998
ORD000351,CUST01594,2024-01-12,Northeast,Direct,1864.02
ORD000352,CUST01594,2024-03-10,Northeast,Direct,763.34
ORD000353,CUST01594,2024-03-17,Northeast,Direct,301.43
ORD000354,CUST01594,2024-04-01,Northeast,Direct,2172.1
ORD000355,CUST00233,2024-02-06,Northeast,Direct,391.62
ORD000358,CUST00233,2024-06-17,Northeast,Direct,912.85
ORD000359,CUST00233,2024-06-19,Northeast,Direct,116.58
ORD000360,CUST00233,2024-07-28,Northeast,Direct,1364.3700000000001
ORD000361,CUST00233,2024-08-18,Northeast,Direct,136.06
ORD000362,CUST03858,2024-07-15,South,Email,1168.62
ORD000363,CUST02171,2024-03-14,West,Direct,342.39
ORD000364,CUST02171,2024-05-07,West,Direct,681.05
ORD000365,CUST02171,2024-05-10,West,Direct,172.64999999999998
ORD000366,CUST02171,2024-06-30,West,Direct,294.53
ORD000367,CUST02171,2024-07-17,West,Direct,501.57000000000005
ORD000368,CUST02171,2024-08-30,West,Direct,727.48
ORD000369,CUST02171,2024-09-25,West,Direct,762.1800000000001
ORD000370,CUST00540,2024-04-18,South,Referral,1182.3700000000001
ORD000372,CUST00540,2024-07-19,South,Referral,648.9
ORD000373,CUST00540,2024-07-21,South,Referral,139.62
ORD000375,CUST03788,2024-03-03,West,Paid Social,398.42999999999995
ORD000377,CUST03788,2024-05-20,West,Paid Social,195.81
ORD000379,CUST03788,2024-08-25,West,Paid Social,226.09
ORD000380,CUST01529,2024-09-22,West,Paid Social,805.6800000000001
ORD000381,CUST01529,2024-10-13,West,Paid Social,896.38
ORD000382,CUST01529,2025-05-14,West,Paid Social,1495.83
ORD000383,CUST03804,2024-07-21,South,Referral,1401.5300000000002
ORD000385,CUST03804,2024-12-04,South,Referral,135.89
ORD000386,CUST00300,2024-01-13,South,Direct,277.88
ORD000387,CUST00300,2024-01-29,South,Direct,447.27
ORD000388,CUST00300,2024-02-07,South,Direct,190.39999999999998
ORD000389,CUST00300,2024-02-15,South,Direct,150.72
ORD000391,CUST00300,2024-03-20,South,Direct,85.9
ORD000392,CUST00300,2024-04-03,South,Direct,123.30000000000001
ORD000393,CUST00300,2024-04-25,South,Direct,865.6700000000001
ORD000394,CUST01167,2024-03-26,Northeast,Referral,1172.68
ORD000395,CUST01167,2024-05-28,Northeast,Referral,256.94
ORD000396,CUST03947,2024-01-15,Northeast,Direct,1559.18
ORD000397,CUST03947,2024-02-01,Northeast,Direct,461.90000000000003
ORD000398,CUST03947,2024-06-11,Northeast,Direct,397.52
ORD000399,CUST03947,2024-06-15,Northeast,Direct,167.28
ORD000400,CUST00272,2024-02-09,South,Organic Search,335.88
ORD000401,CUST00272,2024-03-01,South,Organic Search,54.29
ORD000402,CUST00272,2024-03-19,South,Organic Search,619.6899999999999
ORD000403,CUST00272,2024-03-22,South,Organic Search,125.46000000000001
ORD000404,CUST00272,2024-04-15,South,Organic Search,948.1200000000001
ORD000405,CUST00272,2024-04-16,South,Organic Search,441.26
ORD000406,CUST00272,2024-04-24,South,Organic Search,140.98
ORD000409,CUST03309,2024-03-10,Northeast,Paid Social,852.1800000000001
ORD000410,CUST03309,2024-04-02,Northeast,Paid Social,445.0
ORD000411,CUST03309,2024-04-02,Northeast,Paid Social,961.29
ORD000412,CUST03309,2024-06-18,Northeast,Paid Social,381.18
ORD000413,CUST01744,2024-03-22,South,Direct,1294.5300000000002
ORD000414,CUST01744,2024-04-15,South,Direct,600.54
ORD000415,CUST01744,2024-04-19,South,Direct,604.32
ORD000416,CUST01744,2024-06-05,South,Direct,1622.35
ORD000417,CUST01744,2024-07-07,South,Direct,1343.9699999999998
ORD000419,CUST01744,2024-07-24,South,Direct,716.8900000000001
ORD000420,CUST01783,2024-01-15,West,Paid Social,112.84
ORD000421,CUST02261,2024-01-15,West,Paid Social,751.8299999999999
ORD000422,CUST02261,2024-02-17,West,Paid Social,143.93
ORD000423,CUST02261,2024-03-11,West,Paid Social,240.92000000000002
ORD000424,CUST02261,2024-04-30,West,Paid Social,1141.55
ORD000425,CUST02261,2024-05-08,West,Paid Social,1135.61
ORD000426,CUST02261,2024-06-01,West,Paid Social,201.62999999999997
ORD000427,CUST02261,2024-06-07,West,Paid Social,120.64
ORD000428,CUST02261,2024-06-08,West,Paid Social,497.25999999999993
ORD000430,CUST02261,2024-06-10,West,Paid Social,447.38
ORD000431,CUST03805,2024-06-20,South,Organic Search,83.33000000000001
ORD000432,CUST00369,2024-02-04,Midwest,Paid Social,282.16
ORD000433,CUST00369,2024-04-03,Midwest,Paid Social,434.84000000000003
ORD000434,CUST00369,2024-04-10,Midwest,Paid Social,178.24
ORD000435,CUST00369,2024-04-20,Midwest,Paid Social,1294.74
ORD000437,CUST00369,2024-05-30,Midwest,Paid Social,486.37
ORD000438,CUST00369,2024-06-13,Midwest,Paid Social,672.09
ORD000440,CUST00369,2024-07-20,Midwest,Paid Social,96.13
ORD000441,CUST00369,2024-09-16,Midwest,Paid Social,95.02
ORD000442,CUST03119,2024-05-18,Northeast,Email,450.13
ORD000443,CUST03119,2024-05-24,Northeast,Email,1039.5
ORD000445,CUST03119,2024-06-24,Northeast,Email,1338.52
ORD000446,CUST03119,2024-07-10,Northeast,Email,383.18
ORD000447,CUST00170,2024-01-29,South,Email,75.44
ORD000448,CUST00170,2024-03-09,South,Email,174.72
ORD000450,CUST00170,2024-03-17,South,Email,1603.5600000000002
ORD000451,CUST00170,2024-03-17,South,Email,615.28
ORD000452,CUST00170,2024-04-08,South,Email,1153.89
ORD000453,CUST00170,2024-04-27,South,Email,1132.6
ORD000454,CUST02138,2024-01-13,West,Organic Search,1610.4
ORD000455,CUST02138,2024-01-17,West,Organic Search,336.41999999999996
ORD000456,CUST02138,2024-01-18,West,Organic Search,28.88
ORD000457,CUST02138,2024-01-19,West,Organic Search,136.22
ORD000458,CUST02138,2024-01-19,West,Organic Search,1485.04
ORD000459,CUST02138,2024-01-21,West,Organic Search,575.21
ORD000460,CUST02138,2024-01-22,West,Organic Search,1877.86
ORD000461,CUST02138,2024-01-31,West,Organic Search,87.48
ORD000462,CUST02138,2024-02-07,West,Organic Search,160.92
ORD000463,CUST02138,2024-02-07,West,Organic Search,891.37
ORD000465,CUST01180,2024-03-23,South,Paid Social,455.95
ORD000466,CUST01180,2024-09-06,South,Paid Social,269.9
ORD000467,CUST00821,2024-01-25,Midwest,Email,161.63
ORD000469,CUST00821,2024-06-10,Midwest,Email,386.84999999999997
ORD000470,CUST03997,2024-01-16,South,Organic Search,110.88
ORD000471,CUST03997,2024-01-23,South,Organic Search,1106.54
ORD000472,CUST03997,2024-01-28,South,Organic Search,78.22
ORD000473,CUST03997,2024-01-30,South,Organic Search,472.18
ORD000474,CUST03997,2024-02-12,South,Organic Search,1322.28
ORD000475,CUST03997,2024-02-21,South,Organic Search,294.58
ORD000476,CUST03997,2024-02-22,South,Organic Search,1081.95
ORD000477,CUST03997,2024-02-23,South,Organic Search,78.25
ORD000478,CUST03997,2024-02-26,South,Organic Search,573.63
ORD000479,CUST03997,2024-03-04,South,Organic Search,615.8100000000001
ORD000480,CUST03997,2024-03-05,South,Organic Search,385.98
ORD000483,CUST01399,2024-01-28,South,Direct,1891.13
ORD000484,CUST01399,2024-02-02,South,Direct,511.33000000000004
ORD000486,CUST01399,2024-03-01,South,Direct,186.56
ORD000487,CUST00429,2024-02-23,South,Paid Social,1310.55
ORD000488,CUST00429,2024-03-18,South,Paid Social,121.68
ORD000489,CUST02712,2024-02-13,Northeast,Organic Search,1668.49
ORD000490,CUST02712,2024-02-25,Northeast,Organic Search,93.46
ORD000492,CUST02712,2024-03-03,Northeast,Organic Search,840.9300000000001
ORD000494,CUST02712,2024-03-29,Northeast,Organic Search,256.29
ORD000495,CUST03442,2024-02-02,West,Direct,1291.8100000000002
ORD000496,CUST03442,2024-02-26,West,Direct,1483.44
ORD000498,CUST03442,2024-03-17,West,Direct,475.81
ORD000499,CUST03442,2024-03-21,West,Direct,71.36
